source_row,username,name,ig_handle,ig_url,original_category,original_industry,original_message_cleaned,message_english,age,years_of_experience_skills,skills_detailed,skill_category,source_skill_field,source_experience_field,scraped_at
665,visuai__studio,visuai__studio,@visuai__studio,https://www.instagram.com/visuai__studio/,Agency,Desain & Kreatif,"Hi everyone we are visuAI STUDIO, an AI-powered creative agency. Whether you're launching a new product, refreshing your brand aesthetic, or building a full visual campaign —We bring your brand world to life through AI-enhanced photo and video content. Feel free to do y","Hi everyone we are visuAI STUDIO, an AI-powered creative agency. Whether you're launching a new product, refreshing your brand aesthetic, or building a full visual campaign —We bring your brand world to life through AI-enhanced photo and video content. Feel free to do y",Not mentioned,Not mentioned,"photo, ai","Photography, AI / Data Science",Tidak terdeteksi,Tidak disebutkan,46190.43828761574
600,danilpsln,Hi,@danilpsln,https://www.instagram.com/danilpsln/,Lainnya,Lainnya,"Hi, I'm Daniel Prasetyo Silaen. I enjoy photography and occasionally take on event photography projects. I've helped document church events, baby gender reveals, and other special occasions. My rate usually starts around $50–65 per event, depending on the scope of the work. I'm flexible and open to","Hi, I'm Daniel Prasetyo Silaen. I enjoy photography and occasionally take on event photography projects. I've helped document church events, baby gender reveals, and other special occasions. My rate usually starts around $50–65 per event, depending on the scope of the work. I'm flexible and open to",Not mentioned,Not mentioned,"photography, event","Photography, Event & Production",photography,Tidak disebutkan,46190.43828758102
322,donnyheryersta,donnyheryersta donnyheryersta Hello,@donnyheryersta,https://www.instagram.com/donnyheryersta/,Lainnya,Teknologi,"Hello, I am Donny Hery, a Professional Photographer who lives in Jakarta. I usually serve FnB, Product, Real Estate photoshoots. Visit (behance.net/donnyhery) to see some of our portfolio. Feel free to send me a DM, and let's collaborate 🔥🔥🔥","Hello, I am Donny Hery, a Professional Photographer who lives in Jakarta. I usually serve FnB, Product, Real Estate photoshoots. Visit (behance.net/donnyhery) to see some of our portfolio. Feel free to send me a DM, and let's collaborate 🔥🔥🔥",Not mentioned,Not mentioned,"photographer, fnb","Photography, Food & Beverage",Tidak terdeteksi,Tidak disebutkan,46190.43817951389
663,matthewthierrytessy,matthewthierrytessy,@matthewthierrytessy,https://www.instagram.com/matthewthierrytessy/,Designer,Desain & Kreatif,"I’m Matthew, a product photographer with 5 years of experience creating high-end commercial visuals for brands and businesses. My work focuses on clean product photography, mainly revolving around content designed for social media and e-commerce. I’d love to e","I’m Matthew, a product photographer with 5 years of experience creating high-end commercial visuals for brands and businesses. My work focuses on clean product photography, mainly revolving around content designed for social media and e-commerce. I’d love to e",Not mentioned,5 years,"photography, photographer, social media","Photography, Social Media & Community",photography,5+ tahun,46190.43828761574
136,supersalman_,supersalman_,@supersalman_,https://www.instagram.com/supersalman_/,Agency,Teknologi,"I really love photography. I’ve been working as a professional photographer since 2014. Over the years, I’ve photographed weddings, events, wildlife, products, and models. But eventually, I chose to focus on studio photography because that’s where I feel most connected to t","I really love photography. I’ve been working as a professional photographer since 2014. Over the years, I’ve photographed weddings, events, wildlife, products, and models. But eventually, I chose to focus on studio photography because that’s where I feel most connected to t",Not mentioned,Not mentioned,"photography, editing, photographer, professional photographer","Photography, Video & Motion","photography, editing",Tidak disebutkan,46190.437632002315
378,iniraapss_r,iniraapss_r iniraapss_r Hello,@iniraapss_r,https://www.instagram.com/iniraapss_r/,Agency,Desain & Kreatif,"Hello, my name is Rafa. I'm only 16 years old, but I have skills and interests in photography, videography, editing, and graphic design. You can see my work in my profile.Interested in me helping you develop and bring your great ideas to life in the world of multimedia? DM Me","Hello, my name is Rafa. I'm only 16 years old, but I have skills and interests in photography, videography, editing, and graphic design. You can see my work in my profile.Interested in me helping you develop and bring your great ideas to life in the world of multimedia? DM Me",16,Not mentioned,"photography, videography, editing, graphic design","Photography, Video & Motion, Creative & Design","photography, videography, editing",16+ tahun,46190.43828746528
470,chindongawur,chindongawur chindongawur Hi,@chindongawur,https://www.instagram.com/chindongawur/,Developer,Teknologi,"Hi, Danil is here 👋 I’m a former barista of 8 years. But i'm actually loved to do Product focused Photography & Videography, specializing in Bauhaus-inspired, cinematic visuals for specialty coffee Gear and Ecig industry, and i'm still ussually do for tech, gadget, or wear","Hi, Danil is here 👋 I’m a former barista of 8 years. But i'm actually loved to do Product focused Photography & Videography, specializing in Bauhaus-inspired, cinematic visuals for specialty coffee Gear and Ecig industry, and i'm still ussually do for tech, gadget, or wear",Not mentioned,8+ years,"photography, videography, barista","Photography, Video & Motion, Food & Beverage","photography, videography",8+ tahun,46190.43828751158
246,rexafebbymaulana,rexafebbymaulana rexafebbymaulana Bismillah.,@rexafebbymaulana,https://www.instagram.com/rexafebbymaulana/,Startup,Teknologi,"Bismillah. Rexa is here! An art director based in Indonesia 🇮🇩 More than 5 years of experience in content creation, digital marketing and brand growth. I can help your brand create visual content to be more professional. Some visual services that I usually use suc","Bismillah. Rexa is here! An art director based in Indonesia 🇮🇩 More than 5 years of experience in content creation, digital marketing and brand growth. I can help your brand create visual content to be more professional. Some visual services that I usually use suc",Not mentioned,5 years,"photography, videography, digital marketing, content creation, marketing","Photography, Video & Motion, Marketing & Growth, Content Creation","photography, videography",5+ tahun,46190.43803091435
309,difawahyuf,Hello. I am Difa,@difawahyuf,https://www.instagram.com/difawahyuf/,Content Creator,Teknologi,"Hello. I am Difa, an Architectural & Real Estate Content Creator. I focus on helping professionals in the construction, interior, and property sectors to transform the entire project process into a high-quality cinematic standard visual asset—both for digital marketing campaign needs and field techn","Hello. I am Difa, an Architectural & Real Estate Content Creator. I focus on helping professionals in the construction, interior, and property sectors to transform the entire project process into a high-quality cinematic standard visual asset—both for digital marketing campaign needs and field techn",Not mentioned,Not mentioned,"photography, videography, digital marketing, content creator, marketing, interior","Photography, Video & Motion, Marketing & Growth, Content Creation, Architecture / Interior","photography, videography",Tidak disebutkan,46190.43815356481
553,floa.tint117,floa.tint117 floa.tint117 Hi,@floa.tint117,https://www.instagram.com/floa.tint117/,Developer,Teknologi,"Hi, im Nanda. Im just graduated last year in Computer Science field, yet have hobby in creative side like: Photography, Videography and UIUX. Currently im a learner at Apple Developer Academy in Bali. Would love to work with you my friend if you need me in those field 👋🏻","Hi, im Nanda. Im just graduated last year in Computer Science field, yet have hobby in creative side like: Photography, Videography and UIUX. Currently im a learner at Apple Developer Academy in Bali. Would love to work with you my friend if you need me in those field 👋🏻",Not mentioned,Not mentioned,"photography, videography, developer","Photography, Video & Motion, Technology & Engineering","photography, videography",Tidak disebutkan,46190.438287557874
287,om.bear,Hi,@om.bear,https://www.instagram.com/om.bear/,Freelancer,Teknologi,"Hi, Rudi here! I'm a freelance content writer from Indonesia with 3 years of experience working on automotive news content writing. My experties in new content writing, promotional content and many more, especially in automotive industries. Other than content writing, I can do photography as it will","Hi, Rudi here! I'm a freelance content writer from Indonesia with 3 years of experience working on automotive news content writing. My experties in new content writing, promotional content and many more, especially in automotive industries. Other than content writing, I can do photography as it will",Not mentioned,3 years,"photography, content writing, writing, writer, freelance content writer","Photography, Writing & Content","photography, content writing",3+ tahun,46190.43810587963
325,pendongeng.amatir,pendongeng.amatir pendongeng.amatir Hi,@pendongeng.amatir,https://www.instagram.com/pendongeng.amatir/,Lainnya,Teknologi,"Hi, I'm ibrahim I am a content writer and local travel guide based in Indonesia. I have experience creating engaging content, providing travel assistance, and helping travelers explore Indonesia more comfortably and authentically. Besides writing, I also have skil","Hi, I'm ibrahim I am a content writer and local travel guide based in Indonesia. I have experience creating engaging content, providing travel assistance, and helping travelers explore Indonesia more comfortably and authentically. Besides writing, I also have skil",Not mentioned,Not mentioned,"photography, writing, writer, ibrahim I am a content writer","Photography, Writing & Content",photography,Tidak disebutkan,46190.43817952546
153,sharubud,Hi,@sharubud,https://www.instagram.com/sharubud/,Karyawan,Teknologi,"Hi, I’m Budhy, 34 years old. I am currently working at one of Indonesia’s state-owned Islamic banks, where I have been building my career for the past 2 years. This year marks my 16th year as a professional employee, with over 10 years of experience in Digital Technology and Product Management withi","Hi, I’m Budhy, 34 years old. I am currently working at one of Indonesia’s state-owned Islamic banks, where I have been building my career for the past 2 years. This year marks my 16th year as a professional employee, with over 10 years of experience in Digital Technology and Product Management withi",34,10 years,"product management, management","Product / Operations, Project / Operations",Tidak terdeteksi,34+ tahun,46190.43770277778
30,reni.assist,reni.assist reni.assist Hi from ReniAssist 👋,@reni.assist,https://www.instagram.com/reni.assist/,Lainnya,Teknologi,"Hi from ReniAssist 👋 We help e-commerce, logistics, and growing businesses streamline operations through: ✅ Supply Chain Support ✅ Logistics & Fulfillment Coordination ✅ E-commerce Operations Support ✅ Website Management ✅ Customer Service Support ✅ CRM & Administrative Supp","Hi from ReniAssist 👋 We help e-commerce, logistics, and growing businesses streamline operations through: ✅ Supply Chain Support ✅ Logistics & Fulfillment Coordination ✅ E-commerce Operations Support ✅ Website Management ✅ Customer Service Support ✅ CRM & Administrative Supp",Not mentioned,Not mentioned,"management, operations",Project / Operations,Tidak terdeteksi,Tidak disebutkan,46190.43712711806
50,rapsannjani,rapsannjani rapsannjani Assalamualaikum,@rapsannjani,https://www.instagram.com/rapsannjani/,Lainnya,Lainnya,"Assalamualaikum, Iam one of hospitality worker in indonesia, my recent job as a senior cook🔪 . I help running operation outlet with occupancy monthly around 1m-3m, managing product stock to controling every product is ready stock, make sure every product is made suitable ope","Assalamualaikum, Iam one of hospitality worker in indonesia, my recent job as a senior cook🔪 . I help running operation outlet with occupancy monthly around 1m-3m, managing product stock to controling every product is ready stock, make sure every product is made suitable ope",Not mentioned,Not mentioned,operation,Project / Operations,Tidak terdeteksi,Tidak disebutkan,46190.437200520835
66,dhingga14,Hello,@dhingga14,https://www.instagram.com/dhingga14/,Lainnya,Lainnya,"Hello, my name is Dhimas, and I have a Bachelor of Arts degree (Literature). I have nine years of experience in the manufacturing industry. Six of those years, I continued working as a warehouse management staff member at the largest paper mill in Indonesia. 🤝","Hello, my name is Dhimas, and I have a Bachelor of Arts degree (Literature). I have nine years of experience in the manufacturing industry. Six of those years, I continued working as a warehouse management staff member at the largest paper mill in Indonesia. 🤝",Not mentioned,9 years,management,Project / Operations,Tidak terdeteksi,Tidak disebutkan,46190.43722155093
68,androngfaiq,androngfaiq,@androngfaiq,https://www.instagram.com/androngfaiq/,Developer,Kesehatan,"Hello! I am Andro Faiq Pangestu. I help companies develop and maintain effective Health, Safety, and Environment (HSE) management systems, ensuring compliance with regulations and international standards. With over 3 years of experience in HSE, I have been involved in ISO 900","Hello! I am Andro Faiq Pangestu. I help companies develop and maintain effective Health, Safety, and Environment (HSE) management systems, ensuring compliance with regulations and international standards. With over 3 years of experience in HSE, I have been involved in ISO 900",Not mentioned,3 years,management,Project / Operations,Tidak terdeteksi,3+ tahun,46190.4372215625
89,abdurrosyid.___,abdurrosyid.___ abdurrosyid.___ Hi,@abdurrosyid.___,https://www.instagram.com/abdurrosyid.___/,Developer,Teknologi,"Hi, I'm Abdurrosyid. Renewable Energy enthusiast with vocational training in Solar Energy Technology and a strong background in operational coordination, documentation management, and structured workflow execution. Through hands-on training in Solar PV systems, I have","Hi, I'm Abdurrosyid. Renewable Energy enthusiast with vocational training in Solar Energy Technology and a strong background in operational coordination, documentation management, and structured workflow execution. Through hands-on training in Solar PV systems, I have",Not mentioned,Not mentioned,management,Project / Operations,Tidak terdeteksi,Tidak disebutkan,46190.43732152778
128,wannnneeeyyy,wannnneeeyyy wannnneeeyyy Hi,@wannnneeeyyy,https://www.instagram.com/wannnneeeyyy/,Agency,Desain & Kreatif,"Hi, I'm Iwan, a 16-year-old Broadcasting and Film Production student from Indonesia. I have experience in filmmaking, TV production, studio operations, and live streaming. I'm passionate about media production and always excited to work on creative projects. I'm available t","Hi, I'm Iwan, a 16-year-old Broadcasting and Film Production student from Indonesia. I have experience in filmmaking, TV production, studio operations, and live streaming. I'm passionate about media production and always excited to work on creative projects. I'm available t",Not mentioned,Not mentioned,operations,Project / Operations,Tidak terdeteksi,Tidak disebutkan,46190.43755989584
195,i.m_anta,Hi! I’m Anta,@i.m_anta,https://www.instagram.com/i.m_anta/,Lainnya,Lainnya,"Hi! I’m Anta, an administrative and support professional dedicated to precision and client care. From maintaining flawless, organized databases to handling complex customer inquiries, I love creating workflows that keep both operations smooth and clients smiling . I am a professional with 7 years of","Hi! I’m Anta, an administrative and support professional dedicated to precision and client care. From maintaining flawless, organized databases to handling complex customer inquiries, I love creating workflows that keep both operations smooth and clients smiling . I am a professional with 7 years of",Not mentioned,7+ years,operations,Project / Operations,Tidak terdeteksi,7+ tahun,46190.43784814815
222,dimassadad,Hi,@dimassadad,https://www.instagram.com/dimassadad/,Lainnya,Teknologi,"Hi, Sadad here. MBA graduate from Institut Teknologi Bandung with a Bachelor’s degree in International Relations. Experienced in IT Governance, stakeholder management, regulatory compliance, business relationship management, and project coordination. Previously led teams as Head of Esports and Head","Hi, Sadad here. MBA graduate from Institut Teknologi Bandung with a Bachelor’s degree in International Relations. Experienced in IT Governance, stakeholder management, regulatory compliance, business relationship management, and project coordination. Previously led teams as Head of Esports and Head",Not mentioned,Not mentioned,management,Project / Operations,Tidak terdeteksi,Tidak disebutkan,46190.43792491898
233,adityadp,Hi. aditya in here,@adityadp,https://www.instagram.com/adityadp/,Lainnya,F&B,"Hi. aditya in here, mostly 15 years in administration financing, now active for enterpreneur activity, looking for to trade Frozen food into SEA. For information please DM.","Hi. aditya in here, mostly 15 years in administration financing, now active for enterpreneur activity, looking for to trade Frozen food into SEA. For information please DM.",Not mentioned,15 years,administration,Project / Operations,Tidak terdeteksi,15+ tahun,46190.43797782408
239,yunianto_adi,yunianto_adi yunianto_adi Hi,@yunianto_adi,https://www.instagram.com/yunianto_adi/,Lainnya,Lainnya,"Hi, I'm Yunianto from Indonesia. I have over 15 years of professional experience across woodworking, wood product manufacturing, facilities management, building maintenance, and multinational retail operations. My background includes production planning, inventory control,","Hi, I'm Yunianto from Indonesia. I have over 15 years of professional experience across woodworking, wood product manufacturing, facilities management, building maintenance, and multinational retail operations. My background includes production planning, inventory control,",Not mentioned,15+ years,"management, operations",Project / Operations,Tidak terdeteksi,15+ tahun,46190.43800439815
244,akbarlasandra.___,akbarlasandra.___,@akbarlasandra.___,https://www.instagram.com/akbarlasandra.___/,Lainnya,Lainnya,"Hi! I’m Akbar Lasandra from Indonesia. I have a Bachelor’s degree in Human Resource Management and experience in administration, operations support, travel coordination, and events. I enjoy solving problems, organizing information, and working with different peopl","Hi! I’m Akbar Lasandra from Indonesia. I have a Bachelor’s degree in Human Resource Management and experience in administration, operations support, travel coordination, and events. I enjoy solving problems, organizing information, and working with different peopl",Not mentioned,Not mentioned,"administration, management, operations",Project / Operations,Tidak terdeteksi,Tidak disebutkan,46190.43803091435
274,dhika_dusu,I turn messy operations into automated systems.,@dhika_dusu,https://www.instagram.com/dhika_dusu/,Lainnya,Lainnya,"I turn messy operations into automated systems. Managing 10,000+ shipments/month at one of Indonesia's largest telcos — I don't just oversee logistics, I build the tools that run it. Delivered: → Led live WMS-ERP integration across multiple warehouse sites → Built B2B email automation handling hundr","I turn messy operations into automated systems. Managing 10,000+ shipments/month at one of Indonesia's largest telcos — I don't just oversee logistics, I build the tools that run it. Delivered: → Led live WMS-ERP integration across multiple warehouse sites → Built B2B email automation handling hundr",Not mentioned,11+ years,operations,Project / Operations,Tidak terdeteksi,11+ tahun,46190.43810585648
307,w.ahmadibnu,w.ahmadibnu,@w.ahmadibnu,https://www.instagram.com/w.ahmadibnu/,Developer,Teknologi,"Hi! I’m an Operations & Tech Strategist from Indonesia 🇮🇩. I help businesses bridge the gap between high-level strategy and real-world execution. ✨ Expertise: • Strategic Governance (BCF & Working Instructions): Building lean, scalable, and audit-ready operations. • 3.0 Coa","Hi! I’m an Operations & Tech Strategist from Indonesia 🇮🇩. I help businesses bridge the gap between high-level strategy and real-world execution. ✨ Expertise: • Strategic Governance (BCF & Working Instructions): Building lean, scalable, and audit-ready operations. • 3.0 Coa",Not mentioned,Not mentioned,operations,Project / Operations,Tidak terdeteksi,Tidak disebutkan,46190.43815356481
328,sotokodok,Hi,@sotokodok,https://www.instagram.com/sotokodok/,Lainnya,Lainnya,"Hi, My Name is Arya, Customer Experience Specialist | Guest Relations | Remote Support I have hands-on experience in hospitality, travel, and customer support, helping customers and businesses achieve smooth operations and exceptional service experiences. Skills: • Customer Success • Guest Relations","Hi, My Name is Arya, Customer Experience Specialist | Guest Relations | Remote Support I have hands-on experience in hospitality, travel, and customer support, helping customers and businesses achieve smooth operations and exceptional service experiences. Skills: • Customer Success • Guest Relations",Not mentioned,Not mentioned,operations,Project / Operations,Tidak terdeteksi,Tidak disebutkan,46190.43817952546
348,nurintannp,Hello,@nurintannp,https://www.instagram.com/nurintannp/,Lainnya,Lainnya,"Hello, my name is Intan. With experience in procurement and export import for more than 10 years. I also hold CPSP certificate from ISCEA. My expertise combines in sourcing, negotiating, procurement analysing, cost saving, vendor management. I look forward to connecting, learning, and contributing w","Hello, my name is Intan. With experience in procurement and export import for more than 10 years. I also hold CPSP certificate from ISCEA. My expertise combines in sourcing, negotiating, procurement analysing, cost saving, vendor management. I look forward to connecting, learning, and contributing w",Not mentioned,10+ years,management,Project / Operations,Tidak terdeteksi,10+ tahun,46190.438287453704
355,danielbagusputras,danielbagusputras,@danielbagusputras,https://www.instagram.com/danielbagusputras/,Lainnya,Lainnya,"Hi everyone 👋🏼 I help businesses build highly professional and structured operational workflows. If you are currently facing any bottlenecks or chaotic processes in your daily operations, tell me about them. I will gladly give you a high-level strategic assessme","Hi everyone 👋🏼 I help businesses build highly professional and structured operational workflows. If you are currently facing any bottlenecks or chaotic processes in your daily operations, tell me about them. I will gladly give you a high-level strategic assessme",Not mentioned,Not mentioned,operations,Project / Operations,Tidak terdeteksi,Tidak disebutkan,46190.438287453704
534,afifmachtar_,afifmachtar_ afifmachtar_ Hello there 👋 i'm Afif,@afifmachtar_,https://www.instagram.com/afifmachtar_/,Lainnya,Teknologi,"Hello there 👋 i'm Afif, i work in Scanner Industries from Indonesia as Clerk Logistics & Shipping 🇮🇩 I have an experience in logistics and documentation specialist with over 4 years of hands on experience in Warehouse Operations, SAP system, and Shipping Processes. Stron","Hello there 👋 i'm Afif, i work in Scanner Industries from Indonesia as Clerk Logistics & Shipping 🇮🇩 I have an experience in logistics and documentation specialist with over 4 years of hands on experience in Warehouse Operations, SAP system, and Shipping Processes. Stron",Not mentioned,4+ years,operations,Project / Operations,Tidak terdeteksi,4+ tahun,46190.4382875463
543,hasalmaulidia,hasalmaulidia hasalmaulidia Hi! I’m Lidia,@hasalmaulidia,https://www.instagram.com/hasalmaulidia/,Agency,Pendidikan,"Hi! I’m Lidia, i am a remote professional with a diverse background in industrial leadership and education. In my previous roles, I successfully led production teams in the industry, meaning I understand workflow optimization, quality control, and team management. I also","Hi! I’m Lidia, i am a remote professional with a diverse background in industrial leadership and education. In my previous roles, I successfully led production teams in the industry, meaning I understand workflow optimization, quality control, and team management. I also",Not mentioned,Not mentioned,management,Project / Operations,Tidak terdeteksi,Tidak disebutkan,46190.4382875463
659,avell.prtm,avell.prtm,@avell.prtm,https://www.instagram.com/avell.prtm/,Lainnya,Konsultan,"HSE and Risk Management Experts with 4 years proven experience in operational risk, compliance, and safety excellence. Certified AK3U (Indonesian Nasional OSHA Expert), Risk Management Expert ISO31000 and Lean Six Sigma White & Yellow Belt holder. Open to Remote or FIFO Advising Work and Consulting.","HSE and Risk Management Experts with 4 years proven experience in operational risk, compliance, and safety excellence. Certified AK3U (Indonesian Nasional OSHA Expert), Risk Management Expert ISO31000 and Lean Six Sigma White & Yellow Belt holder. Open to Remote or FIFO Advising Work and Consulting.",Not mentioned,4+ years,management,Project / Operations,Tidak terdeteksi,4+ tahun,46190.43828761574
349,reinaldyaulia,reinaldyaulia reinaldyaulia Hi,@reinaldyaulia,https://www.instagram.com/reinaldyaulia/,Lainnya,Lainnya,"Hi, I'm Reinaldy. I work as an integrator; a person who gets your vision achieved through harnessing teamwork and management framework. Simply put, I make what you want come true. I'm like an AI-agent for real-life company. Interested to discuss more opportunities? 🇮🇩🇮","Hi, I'm Reinaldy. I work as an integrator; a person who gets your vision achieved through harnessing teamwork and management framework. Simply put, I make what you want come true. I'm like an AI-agent for real-life company. Interested to discuss more opportunities? 🇮🇩🇮",Not mentioned,Not mentioned,"management, ai","Project / Operations, AI / Data Science",Tidak terdeteksi,Tidak disebutkan,46190.438287453704
120,napoaleon_,Hi,@napoaleon_,https://www.instagram.com/napoaleon_/,Developer,Teknologi,"Hi, Harles here 👋 I am an ambitious undergraduate student with strong interests in historical research, strategic analysis, and community development 🌍📚. I have experience in organizational leadership, project coordination, and stakeholder communication through various academic and community-base","Hi, Harles here 👋 I am an ambitious undergraduate student with strong interests in historical research, strategic analysis, and community development 🌍📚. I have experience in organizational leadership, project coordination, and stakeholder communication through various academic and community-base",Not mentioned,Not mentioned,"project management, communication, community, research","Project / Operations, Communications / PR, Social Media & Community, Research & Academia",project management,Tidak disebutkan,46190.43751481482
488,a_nougroho,a_nougroho,@a_nougroho,https://www.instagram.com/a_nougroho/,Agency,Teknologi,"Hello! I am a full-time Computer Systems & Networking Educator from Indonesia. My core skills include network routing, hardware troubleshooting, systems administration, and data management. Currently, my domestic teaching salary amounts to less than $70/month ($812/year). I am seeking remote IT assi","Hello! I am a full-time Computer Systems & Networking Educator from Indonesia. My core skills include network routing, hardware troubleshooting, systems administration, and data management. Currently, my domestic teaching salary amounts to less than $70/month ($812/year). I am seeking remote IT assi",Not mentioned,Not mentioned,"administration, management, teaching","Project / Operations, Education & Training",Tidak terdeteksi,Tidak disebutkan,46190.438287523146
39,satrio.projo_,satrio.projo_ satrio.projo_ Hi,@satrio.projo_,https://www.instagram.com/satrio.projo_/,Developer,Lainnya,"Hi, I'm Satrio. I am an administrative professional with several years of experience managing daily operations and data administration for various companies. I am currently pursuing a background in Informatics Engineering , and my practical work covers data processing, op","Hi, I'm Satrio. I am an administrative professional with several years of experience managing daily operations and data administration for various companies. I am currently pursuing a background in Informatics Engineering , and my practical work covers data processing, op",Not mentioned,Not mentioned,"administration, engineering, operations","Project / Operations, Engineering",Tidak terdeteksi,Tidak disebutkan,46190.43715042824
78,roymuryadi,Hi,@roymuryadi,https://www.instagram.com/roymuryadi/,Agency,Kesehatan,"Hi, I’m Roy Muryadi. A mining engineering, construction, and project management professional with more than seven years of experience in managing mining projects, infrastructure development, and the maintenance of facilities and equipment. Experienced in leading multidisciplinary teams on various st","Hi, I’m Roy Muryadi. A mining engineering, construction, and project management professional with more than seven years of experience in managing mining projects, infrastructure development, and the maintenance of facilities and equipment. Experienced in leading multidisciplinary teams on various st",Not mentioned,7 years,"project management, engineering, management","Project / Operations, Engineering",project management,Tidak disebutkan,46190.437298206016
272,flyingrotorhead,flyingrotorhead,@flyingrotorhead,https://www.instagram.com/flyingrotorhead/,Lainnya,Teknologi,"Having experiences on jack ups drilling mobile offshore drilling unit as an Electrician/Chief Electrician. Been working in oil and gas drilling operations for 16 years in various locations localy and overseas. My jobs mainly were focusing on electrical maintenances, i","Having experiences on jack ups drilling mobile offshore drilling unit as an Electrician/Chief Electrician. Been working in oil and gas drilling operations for 16 years in various locations localy and overseas. My jobs mainly were focusing on electrical maintenances, i",Not mentioned,16 years,"operations, electrical","Project / Operations, Engineering",Tidak terdeteksi,16+ tahun,46190.438082002314
491,purtiasmawan_panjy,purtiasmawan_panjy,@purtiasmawan_panjy,https://www.instagram.com/purtiasmawan_panjy/,Agency,Teknologi,"Hellooo fellas, I'm Panjy. I am Radio Network Optimization Engineer from Indonesia with 12th years experience. I maintain network operations, KPI SLA, improving User experience and facing stake holder to showing network performance condition. If you interest, pl","Hellooo fellas, I'm Panjy. I am Radio Network Optimization Engineer from Indonesia with 12th years experience. I maintain network operations, KPI SLA, improving User experience and facing stake holder to showing network performance condition. If you interest, pl",Not mentioned,12+ years,"operations, engineer, Radio Network Optimization Engineer","Project / Operations, Engineering",Tidak terdeteksi,12+ tahun,46190.438287523146
181,dayuoctavia,dayuoctavia,@dayuoctavia,https://www.instagram.com/dayuoctavia/,Agency,Teknologi,Hi! I'm an experienced Finance Virtual Assistant with 4+ years of hands-on experience managing day-to-day bookkeeping and finance operations. I help business owners stay on top of their finances. I currently work as a Finance Analyst handling these tasks for a growing busines,Hi! I'm an experienced Finance Virtual Assistant with 4+ years of hands-on experience managing day-to-day bookkeeping and finance operations. I help business owners stay on top of their finances. I currently work as a Finance Analyst handling these tasks for a growing busines,Not mentioned,4+ years,"operations, finance, Finance Analyst","Project / Operations, Finance & Accounting",Tidak terdeteksi,4+ tahun,46190.4378005787
266,ramadhani_farizi,ramadhani_farizi ramadhani_farizi Hi,@ramadhani_farizi,https://www.instagram.com/ramadhani_farizi/,Lainnya,Keuangan,"Hi, I’m Rama. I’m from Surabaya. My background includes roles as a club supervisor (BAR,Dj,Band), entertainment, and operational management. I currently work in banking, handling finance. I’m interested in opportunities in entertainment, shows, or project-based busi","Hi, I’m Rama. I’m from Surabaya. My background includes roles as a club supervisor (BAR,Dj,Band), entertainment, and operational management. I currently work in banking, handling finance. I’m interested in opportunities in entertainment, shows, or project-based busi",Not mentioned,Not mentioned,"management, finance","Project / Operations, Finance & Accounting",Tidak terdeteksi,Tidak disebutkan,46190.43808199074
270,alvinfarrel42,alvinfarrel42 alvinfarrel42 hi,@alvinfarrel42,https://www.instagram.com/alvinfarrel42/,Lainnya,Teknologi,"hi, I'm Alvin, and I'm an office administration student. microsoft office? mastered, vibe coding? mastered, accounting? mastered, website building? mastered, english? mastered.","hi, I'm Alvin, and I'm an office administration student. microsoft office? mastered, vibe coding? mastered, accounting? mastered, website building? mastered, english? mastered.",Not mentioned,Not mentioned,"administration, accounting, english, coding","Project / Operations, Finance & Accounting, Language / Translation, Technology & Engineering",Tidak terdeteksi,Tidak disebutkan,46190.438082002314
38,michellegirsang,michellegirsang,@michellegirsang,https://www.instagram.com/michellegirsang/,Lainnya,Teknologi,Hi! Michelle here 👋 I’m an Environmental Geography graduate with skills in spatial analysis and environmental data. I specialized in surface hydrology because rivers are the lifeblood of our planet. I have nearly 3 years of experience in large-scale corporate project,Hi! Michelle here 👋 I’m an Environmental Geography graduate with skills in spatial analysis and environmental data. I specialized in surface hydrology because rivers are the lifeblood of our planet. I have nearly 3 years of experience in large-scale corporate project,Not mentioned,3 years,"project management, spatial","Project / Operations, GIS / Mapping",project management,3+ tahun,46190.43715042824
169,rahmanto_sy,rahmanto_sy rahmanto_sy Hi,@rahmanto_sy,https://www.instagram.com/rahmanto_sy/,Startup,Teknologi,"Hi, I am a specialist in Forestry, GIS, and Stakeholder Engagement within the NGO sector. ​My expertise lies in integrating advanced spatial mapping technology with multi-stakeholder partnership management on the ground. This multidimensional competence is clear proof that lo","Hi, I am a specialist in Forestry, GIS, and Stakeholder Engagement within the NGO sector. ​My expertise lies in integrating advanced spatial mapping technology with multi-stakeholder partnership management on the ground. This multidimensional competence is clear proof that lo",Not mentioned,Not mentioned,"management, mapping, spatial, gis","Project / Operations, GIS / Mapping",Tidak terdeteksi,Tidak disebutkan,46190.4377790162
154,yusufrizalluthfi,yusufrizalluthfi yusufrizalluthfi Hi,@yusufrizalluthfi,https://www.instagram.com/yusufrizalluthfi/,Agency,Desain & Kreatif,"Hi, I’m Yusuf, CHRP HR Manager | Public Speaker | HSE Advocate | Creative Strategist Dynamic and forward-thinking Human Resources Professional with over 4 years of leadership experience, specializing in talent management and operational excellence within the transpo","Hi, I’m Yusuf, CHRP HR Manager | Public Speaker | HSE Advocate | Creative Strategist Dynamic and forward-thinking Human Resources Professional with over 4 years of leadership experience, specializing in talent management and operational excellence within the transpo",Not mentioned,4+ years,"management, hr","Project / Operations, Human Resources",Tidak terdeteksi,4+ tahun,46190.43770277778
